index,age,race,sex,education,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,y
419,37,4,1,15,2,1,0,32,4,267085,10,0,0,40,0
420,49,4,0,14,2,2,5,32,2,298445,15,0,1977,60,1
421,65,4,1,11,2,6,0,32,8,172949,9,2414,0,20,0
422,43,4,1,11,2,13,0,19,4,175224,9,0,0,60,0
423,60,4,1,9,2,4,0,32,4,238913,13,0,0,46,1
424,32,2,0,11,2,1,5,32,4,194987,9,0,0,40,0
425,42,4,0,11,4,13,1,32,4,22831,9,0,0,40,0
426,39,4,1,0,2,12,0,32,4,61343,6,0,0,60,0
427,46,4,0,6,0,9,4,32,4,585361,5,0,0,40,0
428,50,4,1,12,2,2,0,32,4,147629,14,15024,0,45,1
429,23,4,1,15,4,11,3,32,4,181820,10,0,0,20,0
430,49,4,1,8,2,1,0,32,4,160167,11,0,0,40,0
431,23,4,0,11,4,13,1,32,4,133515,9,0,0,35,0
432,54,4,0,11,4,13,2,9,4,188186,9,0,0,20,0
433,44,2,0,15,0,1,1,32,7,154176,10,0,1590,40,0
434,25,4,1,7,4,8,1,32,4,193379,12,0,0,45,0
435,29,4,1,11,4,11,3,32,4,131088,9,0,0,25,0
436,57,4,0,11,0,4,1,32,4,161097,9,0,0,26,0
437,55,2,1,0,2,6,0,32,4,239404,6,0,0,45,0
438,31,4,0,13,4,13,2,18,4,452405,1,0,0,35,0
439,29,4,1,9,2,2,3,32,4,203697,13,0,0,75,0
440,36,4,1,11,0,6,4,0,4,31438,9,0,0,43,0
441,61,1,1,12,2,2,0,10,4,80896,14,0,0,45,1
442,22,4,0,15,4,4,1,32,4,91842,10,0,0,42,0
443,32,4,1,11,0,12,3,32,4,194141,9,0,0,50,0
444,20,4,0,15,4,13,3,32,4,258430,10,0,0,19,0
445,19,4,0,11,4,13,3,32,4,291429,9,0,0,25,0
446,73,4,1,5,2,10,0,32,6,241121,4,0,0,40,0
447,44,4,1,9,0,5,1,32,1,29591,13,0,2258,40,1
448,47,4,0,9,0,8,1,32,4,125120,13,0,0,50,0
449,64,4,1,11,2,0,0,32,0,29825,9,0,0,5,0
450,53,4,1,4,2,8,0,14,4,194995,3,0,0,45,0
451,58,4,1,9,2,1,0,32,7,198145,13,0,0,35,1
452,30,4,1,9,2,8,0,32,4,340917,13,0,0,40,0
453,40,4,0,11,0,5,4,32,4,346964,9,0,0,40,0
454,19,4,0,11,4,4,3,32,4,475028,9,0,0,20,0
455,56,4,1,8,2,9,0,32,4,367984,11,15024,0,40,1
456,71,4,0,2,4,13,1,32,4,149040,8,0,0,40,0
457,20,4,1,11,4,0,2,39,0,162667,9,0,0,40,0
458,59,4,1,12,2,9,0,32,7,139616,14,0,0,50,1
459,68,4,1,9,6,4,1,32,4,225612,13,0,0,35,1
460,69,4,1,11,2,0,0,32,0,182668,9,0,0,45,1
461,41,2,0,15,5,9,1,32,4,49797,10,0,0,40,0
462,82,4,1,5,6,0,1,32,0,29441,4,0,0,5,0
463,34,4,1,9,2,1,0,32,4,203051,13,0,0,27,0
464,30,4,1,8,2,10,0,32,6,79303,11,0,0,60,0
465,33,4,1,11,4,6,1,32,4,184016,9,0,0,40,0
466,27,4,1,9,4,4,1,32,4,388998,13,13550,0,46,1
467,38,4,0,8,4,5,1,32,4,203761,11,2354,0,40,0
468,50,4,1,11,2,8,0,32,4,248619,9,0,0,40,0
469,24,4,1,11,4,9,3,32,4,285432,9,0,0,40,0
470,20,4,1,15,4,10,3,32,2,235894,10,0,0,40,0
471,41,4,1,11,2,4,0,32,5,125831,9,0,1887,55,1
472,21,1,1,15,4,11,3,23,4,152246,10,0,0,40,0
473,46,4,0,12,0,2,4,11,2,162566,14,0,0,50,0
474,24,4,1,15,2,1,0,32,4,161092,10,7298,0,40,1
475,36,4,1,9,2,2,0,32,4,131239,13,3103,0,45,1
476,43,4,1,11,2,9,0,32,4,168071,9,0,0,44,0
477,28,2,1,11,2,1,0,32,4,407043,9,0,0,40,0
478,61,4,1,5,2,4,0,32,6,196773,4,0,0,30,1
479,45,4,1,15,2,10,0,32,5,212954,10,0,0,50,0
480,78,4,1,15,2,8,0,32,6,82815,10,0,0,3,1
481,17,4,1,1,4,2,3,32,5,254859,7,0,0,20,0
482,41,4,1,0,2,6,0,32,4,112507,6,0,0,60,0
483,26,4,1,11,2,12,0,32,4,260614,9,0,0,40,0
484,44,4,0,11,4,12,1,32,4,54507,9,0,0,40,0
485,32,4,1,11,2,9,0,32,4,34104,9,3103,0,55,1
486,28,4,1,15,4,1,3,32,4,119793,10,0,0,40,0
487,53,4,1,15,2,10,0,32,6,279129,10,0,0,30,0
488,31,4,1,0,2,4,0,32,4,253354,6,0,0,40,0
489,23,1,1,1,4,8,3,34,4,106957,7,14344,0,40,1
490,63,4,1,11,2,0,0,32,0,106648,9,0,0,25,0
491,31,4,1,8,2,8,0,32,4,149507,11,3464,0,38,0
492,39,4,1,11,2,2,0,32,4,181705,9,0,0,45,0
493,29,4,1,11,2,3,0,32,4,178272,9,0,0,40,0
494,40,4,1,11,2,4,0,32,4,146659,9,0,0,60,1
495,54,2,0,0,0,13,1,32,6,118365,6,0,0,10,0
496,25,4,1,7,2,0,0,32,0,219987,12,0,0,13,0
497,41,4,0,11,4,6,1,32,7,108945,9,14344,0,40,1
498,35,4,0,12,4,9,1,32,4,397307,14,0,0,55,0
499,35,4,0,11,4,5,1,32,4,342824,9,1151,0,40,0
500,52,4,0,4,4,12,1,0,4,155433,3,0,0,40,0
501,41,4,1,15,2,8,0,32,4,116391,10,0,0,40,0
502,43,4,0,11,5,9,1,32,4,172364,9,0,0,48,0
503,45,4,1,11,2,11,0,32,4,111979,9,0,0,40,0
504,33,4,0,1,4,4,1,32,4,219034,7,0,0,40,0
505,20,4,1,11,4,0,3,32,0,293091,9,0,0,12,0
506,45,2,0,12,0,2,4,32,2,144940,14,0,0,40,0
507,19,4,1,15,4,1,3,32,7,112432,10,0,0,10,0
508,18,4,1,11,4,1,3,32,4,396270,9,0,0,25,0
509,26,4,1,9,4,0,3,32,0,133373,13,0,0,44,0
510,47,4,1,7,2,8,0,32,6,107231,12,0,1672,65,0
511,21,4,1,11,4,11,1,32,4,232569,9,0,0,40,0
512,35,4,1,15,2,4,0,32,4,129597,10,0,0,46,0
513,26,4,0,11,2,13,5,32,6,221626,9,0,1579,20,0
514,60,4,1,12,2,2,0,32,2,204062,14,0,0,48,1
515,19,4,0,11,4,13,3,32,4,274830,9,0,0,15,0
516,32,4,1,14,2,4,0,0,4,201988,15,4508,0,40,0
517,59,4,1,15,0,12,1,32,4,162136,10,0,0,56,0
518,35,4,1,11,2,12,0,32,4,241001,9,0,0,44,0
519,47,4,1,10,2,2,0,32,7,120429,16,15024,0,50,1
520,45,4,1,8,2,8,0,32,4,387074,11,0,0,40,0
521,58,2,0,11,0,1,4,32,4,117477,9,0,0,36,0
522,64,4,0,1,6,0,1,32,0,239529,7,3674,0,35,0
523,58,2,0,15,0,1,4,32,4,183893,10,0,0,40,0
524,32,4,0,15,2,3,5,2,2,29235,10,0,0,40,1
525,29,4,0,1,5,4,1,32,4,77009,7,0,2754,42,0
526,48,4,1,11,4,11,1,32,4,39986,9,0,0,40,0
527,51,4,0,7,4,4,1,32,5,103995,12,0,0,25,0
528,42,4,1,12,2,2,0,32,4,145711,14,0,1902,50,1
529,22,4,0,15,4,4,3,32,4,214399,10,0,0,30,0
530,24,2,1,1,4,8,1,15,4,283092,7,0,0,35,0
531,32,4,1,2,0,3,3,18,4,236543,8,0,0,54,0
532,71,4,1,12,2,9,0,32,5,38822,14,99999,0,40,1
533,31,2,0,7,4,1,3,32,7,255830,12,0,0,45,0
534,27,4,1,9,2,4,0,32,4,137063,13,0,0,50,0
535,20,4,1,15,4,10,3,32,4,173851,10,0,0,40,0
536,36,4,1,15,2,8,0,39,4,245090,10,3137,0,50,0
537,24,2,0,11,4,1,4,32,7,247075,9,0,0,20,0
538,35,2,1,11,4,8,1,32,6,308874,9,0,0,40,0
539,31,4,1,8,2,9,0,32,4,87418,11,0,0,40,0
540,34,4,1,11,0,4,1,32,4,245173,9,0,1669,45,0
541,42,4,1,9,4,2,1,32,2,281315,13,0,0,50,0
542,37,4,1,11,2,8,0,32,4,230035,9,0,0,46,1
543,50,4,1,11,2,8,0,32,4,104501,9,0,0,40,1
544,43,4,1,15,2,9,0,32,5,34218,10,0,0,40,0
545,27,4,1,11,2,8,0,32,4,81540,9,0,0,40,1
546,46,4,1,12,2,8,0,32,6,148599,14,0,0,50,1
547,20,3,1,0,4,4,1,32,4,171398,6,0,0,40,0
548,43,4,1,12,2,9,0,32,5,602513,14,0,0,50,1
549,26,4,1,11,4,12,1,32,4,108658,9,0,0,40,0
550,48,2,1,15,4,1,1,32,1,483261,10,0,0,40,0
551,52,4,1,14,2,2,0,32,6,64045,15,99999,0,45,1
552,38,4,1,15,2,9,0,32,4,186359,10,0,0,40,1
553,53,4,0,15,6,9,4,32,4,89400,10,0,0,40,0
554,77,3,1,5,2,12,0,32,4,253642,4,0,0,30,0
555,24,4,1,9,4,9,1,32,1,130534,13,0,0,40,0
556,28,4,1,5,2,2,0,32,4,202239,4,0,0,55,0
557,41,4,1,10,2,2,0,32,4,220531,16,0,0,50,1
558,55,4,1,9,2,9,0,32,6,185195,13,0,0,40,1
559,62,4,0,15,6,14,4,32,4,110586,10,0,0,40,0
560,62,4,0,11,6,1,1,32,4,122033,9,0,0,38,0
561,26,4,1,8,2,8,0,32,4,112754,11,0,0,65,1
562,46,2,0,15,0,1,4,31,4,200734,10,0,0,35,0
563,32,4,1,6,2,6,0,32,4,217460,5,0,0,50,0
564,41,4,0,9,2,5,5,32,4,42563,13,0,0,25,1
565,57,4,1,15,2,5,0,32,6,437281,10,0,0,38,1
566,49,4,1,15,4,0,1,32,0,174702,10,0,0,35,0
567,21,4,1,15,4,1,1,32,4,107895,10,0,0,35,0
568,18,4,0,11,4,13,3,32,4,174394,9,0,0,20,0
569,46,4,1,11,2,4,0,32,4,163352,9,0,0,36,0
570,34,4,1,15,2,9,0,32,4,199227,10,0,0,55,0
571,60,4,1,9,2,0,0,32,0,204486,13,0,0,8,1
572,28,4,1,11,2,8,0,32,4,250679,9,0,0,40,0
573,49,4,0,15,0,9,1,32,1,181657,10,0,0,50,0
574,27,4,1,8,4,8,1,32,4,238859,11,0,0,40,0
575,36,4,1,9,2,2,3,32,2,177858,13,0,0,40,0
576,38,4,1,12,2,2,0,32,4,173208,14,0,0,25,0
577,19,2,1,11,4,4,4,6,4,104112,9,0,0,30,0
578,61,4,1,11,2,9,0,32,4,136262,9,0,0,50,1
579,39,4,1,7,0,9,4,32,4,58972,12,1506,0,40,0
580,34,2,1,15,2,2,0,15,4,300681,10,0,0,40,1
581,22,4,1,15,4,13,1,32,4,205839,10,0,0,45,0
582,62,4,0,11,6,13,1,11,2,33365,9,0,0,40,0
583,17,4,0,0,4,4,2,32,4,329783,6,0,0,10,0
584,41,4,1,15,0,8,1,32,4,125461,10,0,0,40,1
585,28,4,1,9,2,8,0,32,4,176972,13,0,0,45,1
586,28,4,1,9,2,9,0,32,1,163862,13,5178,0,40,1
587,41,2,0,8,0,1,3,32,1,187462,11,0,0,40,0
588,71,4,0,9,4,9,1,32,4,118876,13,0,0,14,0
589,37,4,1,11,0,12,1,32,4,172571,9,0,0,40,0
590,57,4,1,9,2,9,0,32,4,199847,13,15024,0,60,1
591,37,4,1,11,4,13,1,32,4,108913,9,0,0,40,0
592,43,4,1,12,2,2,0,32,1,32016,14,0,0,40,1
593,47,4,1,8,2,8,0,32,4,431515,11,0,0,40,1
594,17,4,0,0,4,13,3,32,4,112795,6,0,0,15,0
595,40,4,1,15,0,9,1,32,4,388725,10,0,0,40,0
596,35,4,1,11,0,6,1,32,4,186110,9,0,0,45,0
597,57,4,1,5,0,6,4,32,4,329792,4,0,0,75,0
598,25,4,1,1,4,11,1,32,4,252187,7,0,0,40,0
599,62,4,1,5,2,8,0,32,2,203525,4,2829,0,40,0
600,49,2,0,11,0,12,1,32,4,148398,9,0,0,40,0
601,62,4,1,11,2,0,0,32,0,197286,9,0,0,40,0
602,37,4,1,2,0,8,3,32,4,389725,8,0,0,35,0
603,67,4,0,5,6,0,1,32,0,63552,4,0,0,35,0
604,56,4,0,12,6,2,1,32,2,183169,14,0,0,40,0
605,45,4,0,8,0,2,1,32,4,156117,11,0,0,32,0
606,36,4,1,11,2,4,0,32,4,257942,9,0,0,40,0
607,29,4,1,11,2,2,0,32,4,105422,9,0,0,40,1
608,27,4,0,11,4,12,1,32,4,85126,9,0,0,40,0
609,51,4,1,9,2,8,0,32,4,24185,13,0,0,40,1
610,30,4,1,11,4,4,3,32,4,33678,9,0,0,40,0
611,57,4,1,2,2,6,0,32,4,222247,8,0,0,40,1
612,47,4,1,9,2,9,0,32,4,60267,13,0,0,38,1
613,38,4,1,12,2,2,0,32,4,227945,14,99999,0,65,1
614,46,2,1,8,2,8,0,32,4,403911,11,0,0,40,1
615,29,4,0,11,5,4,4,32,4,349116,9,0,0,25,0
616,39,4,0,12,2,2,5,32,7,122011,14,5178,0,38,1
617,26,4,1,15,4,13,1,32,4,213385,10,0,0,20,0
618,19,4,0,15,4,1,3,32,4,279968,10,0,0,20,0
619,58,3,1,15,0,12,1,18,4,365511,10,0,0,40,0
620,33,4,1,11,2,4,0,36,4,315143,9,0,0,40,1
621,39,4,1,11,2,8,0,32,6,187693,9,0,0,72,1
622,43,4,1,15,2,9,0,32,5,240504,10,0,0,70,1
623,20,4,0,2,0,13,1,32,4,47791,8,0,0,10,0
624,40,4,0,11,0,4,1,32,4,79372,9,0,0,40,0
625,40,4,1,11,2,12,0,32,4,214242,9,0,0,50,0
626,46,4,0,15,4,1,3,32,4,180695,10,0,0,40,0
627,18,4,0,1,4,4,3,32,4,251923,7,0,0,15,0
628,23,4,1,11,4,8,1,32,4,201145,9,0,0,65,0
629,44,4,0,12,5,9,4,32,4,79864,14,0,0,20,0
630,29,4,0,15,4,4,4,32,4,351324,10,0,0,40,0
631,42,4,0,15,6,9,1,32,4,182342,10,0,0,55,0
632,34,4,0,15,0,1,4,32,2,101517,10,0,0,35,0
633,35,4,1,11,2,11,0,32,4,138441,9,0,0,35,0
634,64,4,0,11,0,13,1,32,4,119506,9,0,0,15,0
635,34,4,1,15,4,11,2,32,4,114639,10,0,0,20,0
636,46,4,1,11,0,12,4,32,4,118419,9,0,0,38,0
637,51,4,0,15,0,2,1,32,7,42017,10,0,0,40,0
638,46,4,1,15,2,3,0,32,2,216414,10,0,0,40,1
639,33,4,1,11,2,4,0,32,4,122116,9,0,0,45,0
640,34,4,0,8,4,13,2,32,6,33442,11,0,0,40,0
641,24,4,0,9,4,4,3,32,4,399449,13,0,0,40,0
642,30,4,1,15,2,8,0,32,4,248584,10,0,0,40,0
643,33,4,1,15,4,13,1,32,4,256362,10,0,0,35,0
644,42,4,0,15,0,1,1,32,4,178134,10,0,0,30,0
645,52,4,1,11,2,11,0,32,4,156953,9,0,0,40,1
646,27,4,1,12,2,2,0,32,4,302406,14,0,0,55,0
647,45,4,1,15,2,3,0,32,2,192793,10,0,0,40,1
648,36,4,1,15,2,12,0,32,4,167440,10,0,0,44,0
649,41,4,1,11,2,8,0,32,4,49797,9,0,0,40,0
650,20,4,1,11,4,13,1,32,4,39927,9,0,0,8,0
651,66,4,1,15,2,0,0,32,0,260111,10,0,0,40,1
652,51,4,0,15,0,4,1,32,4,205100,10,0,0,45,1
653,27,1,1,15,2,2,0,1,4,292472,10,0,0,40,1
654,34,4,1,15,2,5,0,32,4,90705,10,0,1485,40,0
655,43,4,0,15,0,1,4,32,2,231964,10,0,0,40,0
656,58,2,1,11,0,13,3,32,7,280519,9,0,0,40,0
657,38,4,1,9,0,9,1,32,4,234298,13,6849,0,60,0
658,23,4,0,9,4,2,1,32,4,193090,13,0,0,38,0
659,24,4,1,15,4,8,1,32,4,94395,10,0,0,40,0
660,22,4,0,11,4,4,4,32,4,374116,9,0,0,35,0
661,47,4,1,15,4,10,1,32,6,330416,10,0,0,60,0
662,36,4,1,15,2,9,0,32,4,150057,10,0,0,65,0
663,52,4,0,9,0,2,4,32,4,117496,13,0,1755,40,1
664,18,4,0,15,4,1,3,32,4,234953,10,0,0,25,0
665,29,4,1,15,4,8,3,32,4,145011,10,0,0,40,0
666,25,4,0,9,4,5,1,32,4,37379,13,0,0,50,0
667,26,4,0,11,4,1,1,32,4,197292,9,0,0,50,0
668,36,2,1,9,2,6,0,0,6,609935,13,0,0,48,0
669,26,4,1,15,2,11,0,32,4,211424,10,0,0,40,1
670,54,4,0,11,0,13,1,32,4,213092,9,0,0,40,0
671,41,4,0,9,0,9,4,32,4,170230,13,0,0,45,0
672,50,2,0,1,2,0,3,32,0,156008,7,0,0,40,0
673,30,4,1,9,2,2,0,32,4,196385,13,15024,0,35,1
674,60,4,1,15,3,12,1,32,4,139391,10,0,0,50,1
675,26,2,0,9,4,2,1,32,4,151626,13,0,0,45,0
676,27,4,0,15,4,3,3,32,2,229223,10,0,0,40,1
677,30,4,1,1,2,8,0,32,4,103642,7,0,0,40,0
678,22,4,0,0,2,4,5,32,4,134746,6,0,0,40,0
679,25,4,0,11,2,1,5,32,4,106889,9,0,0,30,0
680,45,4,1,15,2,9,0,32,6,49595,10,0,0,80,0
681,32,2,0,9,4,2,1,32,4,390157,13,0,0,40,0
682,57,4,1,11,2,2,0,32,4,210688,9,0,0,15,0
683,47,4,1,15,2,9,0,32,4,191978,10,0,0,40,1
684,51,4,1,9,5,4,1,32,4,172281,13,0,0,40,0
685,31,2,0,11,4,13,1,32,4,197689,9,0,0,38,0
686,58,4,0,12,6,13,1,32,6,274917,14,0,0,15,0
687,31,3,0,12,0,13,1,32,4,199655,14,0,0,30,0
688,17,4,1,1,4,10,3,32,6,368700,7,0,0,10,0
689,31,4,1,11,2,11,0,32,4,203488,9,0,0,40,0
690,42,4,0,11,0,13,4,32,4,159911,9,0,0,40,0
691,21,4,1,5,4,8,1,32,6,236769,4,0,0,40,0
692,52,4,0,15,0,6,1,32,2,512103,10,0,0,40,0
693,24,4,1,11,4,10,1,32,4,291979,9,0,0,40,0
694,24,4,0,15,2,2,5,32,7,413345,10,0,0,50,0
695,31,4,1,11,2,8,0,32,4,215297,9,0,0,45,0
696,34,4,1,12,2,9,0,32,4,204470,14,0,0,50,1
697,28,4,0,15,4,1,1,32,4,232782,10,0,0,40,0
698,23,4,0,9,4,1,3,32,4,199915,13,0,0,35,0
699,37,4,1,11,2,4,0,32,4,112554,9,0,0,45,0
700,40,4,0,7,2,9,5,32,5,169878,12,0,0,40,1
701,63,4,1,15,2,2,0,32,4,172740,10,0,0,40,0
702,60,0,0,0,0,0,1,32,0,24215,6,0,0,10,0
703,22,4,1,8,4,8,3,32,4,157145,11,0,0,50,0
704,19,4,0,15,4,0,3,32,0,278220,10,0,1602,40,0
705,34,2,0,15,4,1,1,32,1,189944,10,0,0,72,0
706,37,4,1,8,2,8,0,32,6,75050,11,0,0,55,0
707,47,4,1,9,2,4,0,32,4,189680,13,0,1977,40,1
708,31,4,1,8,4,2,3,32,1,126501,11,0,0,40,0
709,37,2,0,9,4,2,1,32,4,146398,13,0,0,40,0
710,41,4,1,9,2,2,0,32,4,214242,13,0,1887,40,1
711,23,4,1,11,4,4,2,32,4,189461,9,0,0,55,0
712,27,4,1,1,2,12,0,32,4,161683,7,0,0,42,0
713,52,2,1,2,4,0,2,32,0,271749,8,594,0,40,0
714,50,4,1,14,2,2,0,32,6,146603,15,0,0,40,1
715,52,4,1,11,0,5,4,32,2,187830,9,4934,0,36,1
716,26,4,0,9,0,13,1,32,4,117217,13,0,0,45,0
717,63,4,0,11,0,9,1,32,4,145212,9,0,0,40,0
718,46,4,1,8,4,6,1,32,4,28419,11,0,0,50,0
719,42,4,1,8,4,8,1,32,4,355728,11,0,0,44,0
720,35,4,1,11,2,8,0,32,4,54159,9,0,0,38,0
721,42,4,0,1,2,13,5,32,4,250121,7,0,0,40,0
722,32,4,1,12,4,2,1,32,7,513416,14,0,0,10,0
723,22,0,0,11,4,1,1,32,4,216984,9,0,0,40,0
724,23,4,1,11,4,8,2,32,4,324960,9,0,0,40,0
725,44,4,1,11,2,4,0,32,4,106682,9,0,0,60,0
726,31,4,0,9,4,1,3,32,4,198452,13,0,0,40,0
727,20,4,0,15,4,4,1,32,4,258490,10,0,0,35,0
728,74,4,0,15,6,0,1,32,0,95825,10,0,0,3,0
729,60,2,1,9,2,1,0,32,1,63526,13,0,0,40,1
730,36,4,1,15,2,1,0,32,1,210945,10,0,0,70,0
731,28,4,1,6,2,12,0,32,4,365411,5,0,0,42,0
732,33,4,0,12,4,2,1,32,2,162623,14,0,0,50,0
733,35,4,1,9,2,8,0,32,6,241998,13,0,0,45,0
734,36,4,0,15,0,8,4,32,4,218542,10,0,0,40,0
735,28,4,0,9,0,13,4,40,4,410450,13,0,0,48,1
736,45,4,1,15,2,13,0,32,6,118081,10,3103,0,42,0
737,52,1,0,11,6,13,4,10,4,168381,9,0,0,40,1
738,51,1,1,9,2,4,0,22,6,160724,13,0,2415,40,1
739,32,4,1,11,2,9,0,32,4,129020,9,0,0,40,0
740,33,4,0,15,5,13,1,32,4,167771,10,0,0,30,0
741,56,4,1,11,2,8,0,32,4,176118,9,3103,0,40,1
742,37,4,1,15,2,1,0,32,4,468713,10,0,0,40,0
743,62,4,1,6,2,9,0,32,4,24515,5,0,0,40,0
744,50,4,0,12,0,4,1,32,4,194231,14,0,0,40,1
745,43,2,1,11,3,10,4,32,2,117022,9,0,0,40,0
746,37,4,1,8,2,1,0,32,4,83893,11,0,0,40,0
747,22,4,0,11,4,13,1,32,4,81145,9,0,0,25,0
748,47,2,1,11,2,13,0,32,4,230136,9,0,0,60,1
749,27,4,1,15,2,8,0,32,4,109001,10,0,0,49,0
750,39,2,0,11,2,8,5,32,4,444219,9,0,0,45,0
751,48,4,1,12,2,2,0,32,2,123075,14,0,0,35,1
752,34,4,1,15,2,11,0,32,4,94413,10,0,0,40,0
753,20,4,1,15,4,8,3,32,4,39615,10,0,0,40,0
754,29,4,1,11,2,6,0,32,6,33798,9,0,0,45,0
755,23,4,0,9,4,2,1,32,4,330571,13,0,0,16,0
756,19,4,1,15,4,6,3,32,6,220901,10,0,0,30,0
757,47,0,0,11,0,9,1,32,4,184005,9,3325,0,45,0
758,33,4,0,8,5,3,1,32,4,169973,11,0,0,40,0
759,26,4,0,15,4,1,1,32,4,188569,10,0,0,25,0
760,37,4,0,15,2,4,5,32,4,140673,10,0,0,40,1
761,41,4,1,11,2,12,0,32,6,147110,9,0,0,25,0
762,33,4,1,9,2,2,0,32,4,193285,13,0,0,38,1
763,54,4,0,11,5,1,4,26,4,169182,9,0,0,38,0
764,34,4,0,8,4,1,1,32,4,198634,11,0,0,40,0
765,66,4,1,15,2,4,0,32,4,205724,10,0,0,24,1
766,34,4,1,2,2,13,0,37,4,202498,8,0,0,40,0
767,49,2,0,11,0,13,3,32,4,225124,9,0,0,40,0
768,42,2,1,9,2,8,0,32,5,161532,13,0,0,60,0
769,30,4,0,9,4,2,1,20,4,66194,13,0,0,60,0
770,26,4,0,15,4,13,1,32,4,63577,10,0,0,30,0
771,51,4,1,14,0,2,1,32,6,124963,15,0,0,80,1
772,51,4,1,11,2,4,0,32,4,210940,9,0,2002,45,0
773,27,1,1,9,2,5,0,10,4,207352,13,0,0,40,1
774,44,4,0,12,4,2,1,32,7,55076,14,0,0,60,0
775,29,4,1,11,2,12,0,32,4,78261,9,0,0,40,0
776,39,1,1,9,2,4,0,0,5,116358,13,7688,0,40,1
777,49,4,0,5,6,12,1,32,4,102945,4,0,0,40,0
778,39,4,1,11,0,4,1,32,4,342642,9,0,0,60,0
779,59,4,1,15,2,8,0,32,4,530099,10,0,1887,55,1
780,55,4,1,10,2,2,0,0,4,175942,16,0,1977,55,1
781,40,4,0,7,0,9,1,32,4,271393,12,0,0,40,0
782,51,4,1,9,2,9,0,32,4,193720,13,0,0,45,1
783,28,4,1,9,2,2,0,0,4,192200,13,0,0,40,0
784,38,4,1,9,2,9,0,32,4,207568,13,5178,0,40,1
785,57,4,0,14,2,4,5,32,6,225334,15,15024,0,35,1
786,54,4,1,11,2,10,0,32,6,33863,9,0,0,60,1
787,52,4,1,11,0,0,1,32,0,252903,9,0,0,45,1
788,63,4,1,11,2,10,0,32,6,27653,9,0,0,35,0
789,36,2,0,7,5,13,4,32,4,285865,12,0,0,32,0
790,22,4,1,15,4,2,1,32,7,157541,10,0,0,10,0
791,61,4,1,14,2,2,0,32,7,186451,15,0,1902,40,1
792,30,4,1,11,2,1,0,32,7,199539,9,0,1902,40,0
793,30,4,0,14,4,2,1,32,4,171876,15,0,0,45,0
794,50,4,1,0,5,8,1,32,1,69614,6,0,0,56,0
795,40,4,1,8,0,8,4,32,4,124520,11,0,0,50,1
796,29,4,1,11,0,12,1,32,4,190765,9,0,0,44,0
797,26,4,0,15,4,1,4,32,1,185885,10,0,0,15,0
798,35,4,0,11,0,3,4,32,7,94529,9,0,0,40,0
799,30,4,0,11,0,4,1,32,4,169841,9,0,0,25,0
800,24,1,1,15,4,0,1,28,0,151153,10,99999,0,50,1
801,33,4,0,12,4,9,1,32,4,101562,14,0,0,40,0
802,35,4,0,11,0,4,3,32,4,452283,9,0,0,40,0
803,40,4,1,1,4,13,2,32,4,134026,7,0,0,40,0
804,66,4,1,15,2,0,0,32,0,213149,10,0,1825,40,1
805,27,4,1,15,4,8,1,32,6,70657,10,0,0,35,0
806,21,4,0,15,4,1,1,32,2,309348,10,594,0,4,0
807,65,4,1,11,2,4,0,32,4,101104,9,9386,0,10,1
808,48,4,1,15,2,6,0,32,4,33669,10,0,0,60,0
809,36,4,1,11,2,6,0,32,4,190023,9,0,0,60,1
810,42,4,1,1,0,8,1,32,4,341638,7,0,0,40,0
811,60,4,1,11,0,8,1,32,6,25825,9,0,0,50,1
812,49,2,1,10,2,2,0,0,7,133917,16,0,1902,60,1
813,21,4,1,11,4,12,3,32,4,99199,9,0,0,32,0
814,23,4,1,7,4,4,1,32,4,147253,12,0,0,40,0
815,18,2,0,15,4,0,3,32,0,171748,10,0,0,24,0
816,63,4,1,11,0,3,1,32,4,287277,9,0,0,40,0
817,50,4,0,12,2,2,5,32,4,220019,14,0,0,40,0
818,33,4,1,11,2,12,0,32,4,157568,9,0,0,40,0
819,47,4,1,9,2,9,0,32,6,102359,13,0,0,30,0
820,26,2,0,9,4,1,1,32,4,245029,13,0,0,40,0
821,37,2,1,15,2,9,0,32,4,280464,10,0,0,80,1
822,33,4,0,11,0,8,3,32,4,278514,9,0,0,42,0
823,29,3,1,15,4,13,1,0,4,149943,10,0,1590,40,0
824,47,4,1,9,2,1,0,3,1,34845,13,0,0,45,1
825,25,4,0,11,4,1,4,32,4,137951,9,0,0,30,0
826,62,2,0,9,0,2,1,32,2,249078,13,0,0,40,0
827,52,4,1,11,2,10,0,32,6,34973,9,0,1887,60,1
828,29,4,0,15,4,5,1,32,4,423158,10,0,0,40,0
829,53,4,0,11,0,1,1,32,4,157947,9,0,0,40,0
830,20,4,0,15,4,0,3,32,0,71788,10,0,0,18,0
831,31,4,1,9,2,2,0,32,4,114937,13,0,0,35,0
832,47,4,0,15,2,1,5,32,6,119199,10,0,0,35,1
833,46,4,1,11,2,12,0,32,4,318331,9,0,0,40,0
834,20,2,0,15,4,4,3,32,4,234474,10,0,0,20,0
835,17,2,1,1,4,0,3,32,0,250541,7,0,0,8,0
836,25,4,0,9,4,4,1,32,4,181054,13,0,0,40,0
837,28,4,1,11,4,2,1,32,4,166320,9,0,0,40,0
838,47,4,0,11,5,9,4,32,4,107460,9,0,0,37,0
839,27,4,0,6,4,0,3,32,0,162104,5,0,0,40,0
